id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
691,Clanging Scales,110,100,5,16,100,2,Inflicts regular damage.  Lowers the user’s Defense by one stage.,The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user’s Defense stat goes down after the attack.
893,Gigaton Hammer,160,100,5,9,,1,,The user swings its whole body around to attack with its huge hammer. This move can't be used twice in a row.
75,Razor Leaf,55,95,25,12,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,A sharp-edged leaf is launched to slash at the foe. It has a high critical-hit ratio.
511,Quash,,100,15,17,,3,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",The user suppresses the target and makes its move go last.
390,Toxic Spikes,,,20,4,,3,"Scatters poisoned spikes around the opposing field, which poison opposing Pokémon that enter the field.  A second layer of these spikes may be laid down, in which case Pokémon will be badly poisoned instead.  Pokémon immune to either ground moves or being poisoned are immune to this effect.  Pokémon otherwise immune to ground moves are affected during gravity.  If a poison Pokémon not immune to ground moves enters a field covered with poisoned spikes, the spikes are removed.  rapid spin will remove this effect from its user’s side of the field.  defog will remove this effect from its target’s side of the field.  This move does not trigger synchronize, unless the Pokémon with synchronize was forced to enter the field by another effect such as roar.  Pokémon entering the field due to baton pass are not affected by this effect.",The user lays a trap of poison spikes at the foe’s feet. They poison foes that switch into battle.
663,Darkest Lariat,85,100,10,17,,1,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",The user swings both arms and hits the target. The target’s stat changes don’t affect this attack’s damage.
595,Mystical Fire,75,100,10,10,100,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,"The user attacks by breathing a special, hot fire. This also lowers the target’s Sp. Atk stat."
815,Scorching Sands,70,100,10,5,30,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,The user throws scorching sand at the target to attack. This may also leave the target with a burn.
748,No Retreat,,,5,2,100,3,"Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",This move raises all the user’s stats but prevents the user from switching out or fleeing.
11,Vice Grip,55,100,30,1,,1,Inflicts regular damage.,Grips with power­ ful pincers.
97,Agility,,,30,14,,3,Raises the user’s Speed by two stages.,Sharply increases the user's SPEED.
524,Frost Breath,60,90,10,15,100,2,Inflicts regular damage.  Always scores a critical hit.,The user blows a cold breath on the target. This attack always results in a critical hit.
291,Dive,80,100,10,11,,1,"Inflicts regular damage.  User dives underwater for one turn, becoming immune to attack, and hits on the second turn.  During the immune turn, surf, and whirlpool still hit the user normally, and their power is doubled if appropriate.  The user may be hit during its immune turn if under the effect of lock on, mind reader, or no guard.  This move cannot be selected by sleep talk.",Dives underwater the first turn and strikes next turn.
198,Bone Rush,25,90,10,5,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",An attack that hits 2-5 times.
70,Strength,80,100,15,1,,1,Inflicts regular damage.,A powerful physi­ cal attack.
604,Electric Terrain,,,10,13,,3,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.  Changes nature power to thunderbolt.",The user electrifies the ground under everyone’s feet for five turns. Pokémon on the ground no longer fall asleep.
670,Leafage,40,100,40,12,,1,Inflicts regular damage.,The user attacks by pelting the target with leaves.
135,Soft Boiled,,,5,1,,3,Heals the user for half its max HP.,Restores HP by 1/2 the user's max HP.
186,Sweet Kiss,,75,10,18,,3,Confuses the target.,A move that causes confusion.
571,Forests Curse,,100,20,12,,3,Adds grass to the target’s types.,The user puts a forest curse on the target. Afflicted targets are now Grass type as well.
449,Judgment,100,100,10,1,,2,"Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.  Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",The user releases countless shots of light. Its type varies with the kind of Plate the user is holding.
866,Mortal Spin,30,100,15,4,,1,,"The user performs a spin attack that can also eliminate the effects of such moves as Bind, Wrap, and Leech Seed. This also poisons opposing Pokémon."
25,Mega Kick,120,75,5,1,,1,Inflicts regular damage.,The target is attacked by a kick launched with muscle-packed power.
794,Meteor Assault,150,100,5,2,,1,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.","The user attacks wildly with its thick leek. The user can’t move on the next turn, because the force of this move makes it stagger."
8,Ice Punch,75,100,15,15,10,1,Inflicts regular damage.  Has a $effect_chance% chance to freeze the target.,An icy punch. May cause freezing.
519,Fire Pledge,80,100,10,10,,2,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).","A column of fire hits opposing Pokémon. When used with its Grass equivalent, its damage increases into a vast sea of fire."
557,V Create,180,95,5,10,100,1,"Inflicts regular damage.  Lowers the user’s Defense, Special Defense, and Speed by one stage each.","With a hot flame on its forehead, the user hurls itself at its target. It lowers the user’s Defense, Sp. Def, and Speed stats."
802,Misty Explosion,100,100,5,18,,2,Inflicts regular damage.,The user attacks everything around it and faints upon using this move. This move’s power is increased on Misty Terrain.
174,Curse,,,10,8,,3,"If the user is a ghost: user pays half its max HP to place a curse on the target, damaging it for 1/4 its max HP every turn. Otherwise: Lowers the user’s Speed by one stage, and raises its Attack and Defense by one stage each.  The curse effect is passed on by baton pass.  This move cannot be copied by mirror move.",Works differently for ghost-types.
385,Guard Swap,,,10,14,,3,User swaps its Defense and Special Defense modifiers with the target.,The user employs its psychic power to switch changes to its Defense and Sp. Def with the foe.
563,Rototiller,,,10,5,100,3,Raises the Attack and Special Attack of all grass Pokémon in battle.,"Tilling the soil, the user makes it easier for plants to grow. This raises the Attack and Sp. Atk stats of Grass-type Pokémon."
216,Return,,100,20,1,,1,"Inflicts regular damage.  Power increases with happiness, given by `happiness * 2 / 5`, to a maximum of 102.  Power bottoms out at 1.",An attack that is based on loyalty.
704,Shell Trap,150,100,5,10,,2,"Inflicts regular damage.  If the user was not yet hit by an opponent’s physical move this turn, this move will fail.","The user sets a shell trap. If the user is hit by a physical move, the trap will explode and inflict damage on the opposing Pokémon."
518,Water Pledge,80,100,10,11,,2,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).","A column of water strikes the target. When combined with its fire equivalent, the damage increases and a rainbow appears."
516,Bestow,,,15,1,,3,"Transfers the user’s held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",The user passes its held item to the target when the target isn’t holding an item.
867,Doodle,0,100,10,1,,3,,The user captures the very essence of the target in a sketch. This changes the Abilities of the user and its ally Pokémon to that of the target.
209,Spark,65,100,20,13,30,1,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,An attack that may cause paralysis.
798,Steel Roller,130,100,5,9,,1,Inflicts regular damage.,The user attacks while destroying the terrain. This move fails when the ground hasn’t turned into a terrain.
909,Thunderclap,70,100,5,13,,2,,This move enables the user to attack first with a jolt of electricity. This move fails if the target is not readying an attack.
490,Low Sweep,65,100,20,2,100,1,Lowers the target’s Speed by one stage.,"The user attacks the target’s legs swiftly, reducing the target’s Speed stat."
858,Spicy Extract,0,,15,12,,3,,"The user emits an incredibly spicy extract, sharply boosting the target's Attack stat and harshly lowering the target's Defense stat."
442,Iron Head,80,100,15,9,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The foe slams the target with its steel-hard head. It may also make the target flinch.
854,Last Respects,50,100,10,8,,1,,"The user attacks to avenge its allies. The more defeated allies there are in the user's party, the greater the move's power."
123,Smog,30,70,20,4,40,2,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,An attack that may poison the foe.
20,Bind,15,85,20,1,100,1,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",Binds the target for 2-5 turns.
368,Metal Burst,,100,10,9,,1,"Targets the last opposing Pokémon to hit the user with a damaging move this turn.  Inflicts 1.5× the damage that move did to the user.  If there is no eligible target, this move will fail.  Type immunity applies, but other type effects are ignored.",The user retaliates against the foe that last inflicted damage on it with much greater power.
584,Fairy Wind,40,100,30,18,,2,Inflicts regular damage.,The user stirs up a fairy wind and strikes the target with it.
721,Plasma Fists,100,100,15,13,,1,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",The user attacks with electrically charged fists. This move changes Normal-type moves to Electric-type moves.
499,Clear Smog,50,,15,4,,2,Inflicts regular damage.  All of the target’s stat modifiers are reset to zero.,The user attacks by throwing a clump of special mud. All status changes are returned to normal.
484,Heavy Slam,,100,10,9,,1,"Inflicts regular damage.  The greater the user’s weight compared to the target’s, the higher power this move has, to a maximum of 120.  User’s weight                    | Power -------------------------------- | ----: Up to 2× the target’s weight     |    40 Up to 3× the target’s weight     |    60 Up to 4× the target’s weight     |    80 Up to 5× the target’s weight     |   100 More than 5× the target’s weight |   120 ","The user slams into the target with its heavy body. The more the user outweighs the target, the greater its damage."
752,Teatime,,,10,1,,3,,The user has teatime with all the Pokémon in the battle. Each Pokémon eats its held Berry.
407,Dragon Rush,100,75,10,16,20,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The user tackles the foe while exhibiting overwhelming menace. It may also make the target flinch.
690,Beak Blast,100,100,15,3,,1,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.","The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it’s heating up its beak results in a burn."
666,Floral Healing,,,10,18,,3,"Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead.",The user restores the target’s HP by up to half of its max HP. It restores more HP when the terrain is grass.
807,Burning Jealousy,70,100,5,10,100,2,Inflicts regular damage.,The user attacks with energy from jealousy. This leaves all opposing Pokémon that have had their stats boosted during the turn with a burn.
72,Mega Drain,40,100,15,12,,2,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,Steals 1/2 of the damage inflicted.
523,Bulldoze,60,100,20,5,100,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,The user stomps down on the ground and attacks everything in the area. Hit Pokémon’s Speed stat is reduced.
884,Pounce,50,100,20,7,,1,,The user attacks by pouncing on the target. This also lowers the target's Speed stat.
789,Spirit Break,75,100,15,18,100,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Attack by one stage.,The user attacks the target with so much force that it could break the target’s spirit. This also lowers the target’s Sp. Atk stat.
335,Block,,,5,1,,3,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.  The target may still escape by using baton pass, u turn, or a shed shell.  Both the user and the target pass on this effect with baton pass.",Blocks the foe’s way to prevent escape.
289,Snatch,,,10,17,,3,"The next time a Pokémon uses a beneficial move on itself or itself and its ally this turn, the user of this move will steal the move and use it itself.  Moves which may be stolen by this move are identified by the ""snatchable"" flag.  If two Pokémon use this move on the same turn, the faster Pokémon will steal the first beneficial move, and the slower Pokémon will then steal it again—thus, only the slowest Pokémon using this move ultimately gains a stolen move’s effect.  If the user steals psych up, it will target the Pokémon that used psych up.  If the user was the original target of psych up, and the Pokémon that originally used it’s affected by pressure, it will only lose 1 PP.  This move cannot be copied by mirror move, nor selected by assist or metronome.",Steals the effects of the move the foe uses next.
267,Nature Power,,,20,1,,3,Uses another move chosen according to the terrain.  Terrain                   | Selected move ------------------------- | ------------------ Building                  | tri attack Cave                      | rock slide Deep water                | hydro pump Desert                    | earthquake Grass                     | seed bomb Mountain                  | rock slide Road                      | earthquake Shallow water             | hydro pump Snow                      | blizzard Tall grass                | seed bomb electric terrain | thunderbolt grassy terrain   | energy ball misty terrain    | moonblast  In Pokémon Battle Revolution:  Terrain        | Selected move -------------- | ------------------ Courtyard      | tri attack Crystal        | rock slide Gateway        | hydro pump Magma          | rock slide Main Street    | tri attack Neon           | tri attack Stargazer      | rock slide Sunny Park     | seed bomb Sunset         | earthquake Waterfall      | seed bomb  This move cannot be copied by mirror move.,The type of attack varies depending on the location.
224,Megahorn,120,85,10,7,,1,Inflicts regular damage.,A powerful charge attack.
446,Stealth Rock,,,20,6,,3,"Spreads sharp rocks around the opposing field, damaging any Pokémon that enters the field for 1/8 its max HP.  This damage is affected by the entering Pokémon’s susceptibility to rock moves.  rapid spin removes this effect from its user’s side of the field.",The user lays a trap of levitating stones around the foe. The trap hurts foes that switch into battle.
90,Fissure,,30,5,5,,1,"Inflicts damage equal to the target’s max HP.  Ignores accuracy and evasion modifiers.  This move’s accuracy is 30% plus 1% for each level the user is higher than the target.  If the user is a lower level than the target, this move will fail.  Because this move inflicts a specific and finite amount of damage, endure still prevents the target from fainting.  The effects of lock on, mind reader, and no guard still apply, as long as the user is equal or higher level than the target.  However, they will not give this move a chance to break through detect or protect.","A ground-type, one-hit KO attack."
805,Terrain Pulse,50,100,10,1,,2,Inflicts regular damage.,The user utilizes the power of the terrain to attack. This move’s type and power changes depending on the terrain when it’s used.
287,Refresh,,,20,1,,3,"Removes a burn, paralysis, or poison from the user.","Heals poisoning, paralysis, or a burn."
683,Speed Swap,,,10,14,,3,Exchanges the original Speed stats of the user and target.,The user exchanges Speed stats with the target.
332,Aerial Ace,60,,20,3,,1,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,An extremely speedy and unavoidable attack.
106,Harden,,,30,1,,3,Raises the user’s Defense by one stage.,Stiffens the body’s  muscles to raise DEFENSE.
413,Brave Bird,120,100,15,3,,1,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,The user tucks in its wings and charges from a low altitude. The user also takes serious damage.
861,Ice Spinner,80,100,15,15,,1,,"The user covers its feet in thin ice and twirls around, slamming into the target. This move's spinning motion also destroys the terrain."
343,Covet,60,100,25,1,,1,"Inflicts regular damage.  If the target is holding an item and the user is not, the user will permanently take the item.  Damage is still inflicted if an item cannot be taken.  Pokémon with sticky hold or multitype are immune to the item theft effect.  The target cannot recover its item with recycle.  This move cannot be selected by assist or metronome.",Cutely begs to obtain an item held by the foe.
140,Barrage,15,85,20,1,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Throws orbs to hit 2-5 times.
440,Cross Poison,70,100,20,4,10,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move. Has a $effect_chance% chance to poison the target.,A slashing attack that may also leave the target poisoned. It has a high critical-hit ratio.
680,Fire Lash,80,100,15,10,100,1,Inflicts regular damage.  Lowers the target’s Defense by one stage.,The user strikes the target with a burning lash. This also lowers the target’s Defense stat.
322,Cosmic Power,,,20,14,,3,Raises the user’s Defense and Special Defense by one stage.,Raises DEFENSE and SP. DEF with a mystic power.
248,Future Sight,120,100,10,14,,2,"Inflicts typeless regular damage at the end of the third turn, starting with this one.  This move cannot score a critical hit.  If the target switches out, its replacement will be hit instead.  Damage is calculated at the time this move is used; stat changes and switching out during the delay won’t change the damage inflicted.  No move with this effect can be used against the same target again until after the end of the third turn.  This effect breaks through wonder guard.  If the target is protected by protect or detect on the turn this move is used, this move will fail.  However, the damage on the third turn will break through protection.  The damage is applied at the end of the turn, so it ignores endure and focus sash.  This move cannot be copied by mirror move.",An attack that hits on 3rd turn.
544,Gear Grind,50,85,15,9,,1,Inflicts regular damage.  Hits twice in one turn.,The user attacks by throwing two steel gears at its target.
370,Close Combat,120,100,5,2,100,1,"Inflicts regular damage, then lowers the user’s Defense and Special Defense by one stage each.",The user fights the foe in close without guarding itself. It also cuts the user’s Defense and Sp. Def.
373,Embargo,,100,15,17,,3,"Target cannot use its held item for five turns.  If the target leaves the field, this effect ends.  If a Pokémon under this effect uses bug bite or pluck on a Pokémon holding a berry, the berry is destroyed but not used.  If a Pokémon under this effect uses fling, it will fail.  This effect is passed by baton pass.",It prevents the foe from using its held item. Its Trainer is also prevented from using items on it.
62,Aurora Beam,65,100,20,15,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Attack by one stage.,An attack that may lower ATTACK.
561,Mat Block,,,10,2,,3,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves."
780,Pyro Ball,120,90,5,10,10,1,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,The user attacks by igniting a small stone and launching it as a fiery ball at the target. This may also leave the target with a burn.
508,Shift Gear,,,10,9,,3,Raises the user’s Attack by one stage and its Speed by two stages.,"The user rotates its gears, raising its Attack and sharply raising its Speed."
264,Focus Punch,150,100,20,2,,1,"Inflicts regular damage.  If the user takes damage this turn before hitting, this move will fail.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",A powerful loyalty attack. The user flinches if hit.
538,Cotton Guard,,,10,12,,3,Raises the user’s Defense by three stages.,"The user protects itself by wrapping its body in soft cotton, drastically raising the user’s Defense stat."
808,Lash Out,75,100,5,17,,1,Inflicts regular damage.,"The user lashes out to vent its frustration toward the target. If the user’s stats were lowered during this turn, the power of this move is doubled."
827,Dire Claw,80,100,15,4,,1,,"The user lashes out at the target with ruinous claws, aiming to land a critical hit. This may also leave the target poisoned, paralyzed, or drowsy."
358,Wake Up Slap,70,100,10,2,,1,"Inflicts regular damage.  If the target is sleeping, this move has double power, and the target wakes up.","This attack inflicts high damage on a sleeping foe. It also wakes the foe up, however."
221,Sacred Fire,100,95,5,10,50,1,"Inflicts regular damage.  Has a $effect_chance% chance to burn the target.  Frozen Pokémon may use this move, in which case they will thaw.",An attack that may inflict a burn.
263,Facade,70,100,20,1,,1,"Inflicts regular damage.  If the user is burned, paralyzed, or poisoned, this move has double power.","Boosts ATTACK when burned, paralyzed, or poisoned."
206,False Swipe,40,100,40,1,,1,Inflicts regular damage.  Will not reduce the target’s HP below 1.,Leaves the foe with at least 1HP.
52,Ember,40,100,25,10,10,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,The foe is attacked with small flames. The foe may suffer a burn.
778,Drum Beating,80,100,10,12,100,1,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,"The user plays its drum, controlling the drum’s roots to attack the target. This also lowers the target’s Speed stat."
694,Aurora Veil,,,20,15,,3,"Places the Aurora Veil effect on the user’s side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.  Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)",This move reduces damage from physical and special moves for five turns. This can be used only in a hailstorm.
890,Armor Cannon,120,100,5,10,,2,,The user shoots its own armor out as blazing projectiles. This also lowers the user’s Defense and Sp. Def stats.
262,Memento,,100,10,17,,3,Lowers the target’s Attack and Special Attack by two stages.  User faints.,The user faints and lowers the foe’s abilities.
587,Fairy Lock,,,10,18,,3,Prevents all Pokémon from fleeing or switching out during the next turn.,"By locking down the battlefield, the user keeps all Pokémon from fleeing during the next turn."
304,Hyper Voice,90,100,10,1,,2,Inflicts regular damage.,A loud attack that uses sound waves to injure.
685,Purify,,,20,4,,3,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail.","The user heals the target’s status condition. If the move succeeds, it also restores the user’s own HP."
40,Poison Sting,15,100,35,4,30,1,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,An attack that may poison the target.
36,Take Down,90,85,20,1,,1,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,A tackle that also hurts the user.
230,Sweet Scent,,100,20,1,,3,Lowers the target’s evasion by one stage.,Reduces the foe's evasiveness.
380,Gastro Acid,,100,10,4,,3,The target’s ability is disabled as long as it remains on the field.  This effect is passed on by baton pass.,The user hurls up its stomach acids on the foe. The fluid eliminates the effect of the foe’s ability.
562,Belch,120,90,10,4,,2,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.  After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.  If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move.",The user lets out a damaging belch at the target. The user must eat a held Berry to use this move.
863,Revival Blessing,0,,1,1,,3,,"The user bestows a loving blessing, reviving a party Pokémon that has fainted and restoring half that Pokémon's max HP."
800,Meteor Beam,120,90,10,6,100,2,Inflicts regular damage.,"In this two-turn attack, the user gathers space power and boosts its Sp. Atk stat, then attacks the target on the next turn."
504,Shell Smash,,,15,1,,3,"Raises the user’s Attack, Special Attack, and Speed by two stages each.  Lowers the user’s Defense and Special Defense by one stage each.","The user breaks its shell, lowering its Defense and Sp. Def stats but sharply raising Attack, Sp. Atk, and Speed stats."
102,Mimic,,,10,1,,3,"This move is replaced by the target’s last successfully used move, and its PP changes to 5.  If the target hasn’t used a move since entering the field, if it tried to use a move this turn and failed, or if the user already knows the targeted move, this move will fail.  This effect vanishes when the user leaves the field.  If chatter, metronome, mimic, sketch, or struggle is selected, this move will fail.  This move cannot be copied by mirror move, nor selected by assist or metronome, nor forced by encore.",Copies a move used by the foe.
441,Gunk Shot,120,80,5,4,30,1,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,The user shoots filthy garbage at the foe to attack. It may also poison the target.
850,Take Heart,0,,10,14,,3,,"The user lifts its spirits, healing its own status conditions and raising its offensive and defensive stats."
162,Super Fang,,90,10,1,,1,Inflicts typeless damage equal to half the target’s remaining HP.,Cuts the foe's HP by 1/2.
751,Dragon Darts,50,100,10,16,,1,,"The user attacks twice using Dreepy. If there are two targets, this move hits each target once."
214,Sleep Talk,,,10,1,,3,"Only usable if the user is sleeping.  Randomly selects and uses one of the user’s other three moves.  Use of the selected move requires and costs 0 PP.  This move will not select assist, bide, bounce, chatter, copycat, dig, dive, fly, focus punch, me first, metronome, mirror move, shadow force, skull bash, sky attack, sky drop, sleep talk, solar beam, razor wind, or uproar.  If the selected move requires a recharge turn—i.e., one of blast burn, frenzy plant, giga impact, hydro cannon, hyper beam, roar of time, or rock wrecker—and the user is still sleeping next turn, then it’s forced to use this move again and pay another PP for the recharge turn.  This move cannot be copied by mirror move, nor selected by assist, metronome, or sleep talk.",Randomly attacks while asleep.
869,Kowtow Cleave,85,,10,17,,1,,The user slashes at the target after kowtowing to make the target let down its guard. This attack never misses.
872,Aqua Step,80,100,10,11,,1,,The user toys with the target and attacks it using light and fluid dance steps. This also boosts the user's Speed stat.
812,Flip Turn,60,100,20,11,,1,Inflicts regular damage.,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting."
319,Metal Sound,,85,40,9,,3,Lowers the target’s Special Defense by two stages.,Emits a horrible screech that sharply lowers SP. DEF.
113,Light Screen,,,30,14,,3,"Erects a barrier around the user’s side of the field that reduces damage from special attacks by half for five turns.  In double battles, the reduction is 1/3.  Critical hits are not affected by the barrier.  If the user is holding light clay, the barrier lasts for eight turns.  brick break or defog used by an opponent will destroy the barrier.",Ups SPCL.DEF with a wall of light.
387,Last Resort,140,100,5,1,,1,"Inflicts regular damage.  This move can only be used if each of the user’s other moves has been used at least once since the user entered the field.  If this is the user’s only move, this move will fail.",This move can be used only after the user has used all the other moves it knows in the battle.
37,Thrash,120,100,10,1,,1,"Inflicts regular damage.  User is forced to attack with this move for 2–3 turns,selected at random.  After the last hit, the user becomes confused.  safeguard does not protect against the confusion from this move.",Works 2-3 turns and confuses user.
190,Octazooka,65,85,10,11,50,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,An attack that may reduce accuracy.
130,Skull Bash,130,100,10,1,100,1,Inflicts regular damage.  Raises the user’s Defense by one stage.  User then charges for one turn before attacking.  This move cannot be selected by sleep talk.,1st turn: Prepare 2nd turn: Attack
108,Smokescreen,,100,20,1,,3,Lowers the target’s accuracy by one stage.,Lowers the foe's accuracy.
331,Bullet Seed,25,100,30,12,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Shoots 2 to 5 seeds in a row to strike the foe.
419,Avalanche,60,100,10,15,,1,"Inflicts regular damage.  If the target damaged the user this turn and was the last to do so, this move has double power.  pain split does not count as damaging the user.",An attack move that inflicts double the damage if the user has been hurt by the foe in the same turn.
23,Stomp,65,100,20,1,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.,An attack that may cause flinching.
149,Psywave,,100,15,14,,2,"Inflicts typeless damage between 50% and 150% of the user’s level, selected at random in increments of 10%.",An attack with variable power.
874,Make It Rain,120,100,5,9,,2,,The user attacks by throwing out a mass of coins. This also lowers the user's Sp. Atk stat. Money is earned after the battle.
412,Energy Ball,90,100,10,12,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,The user draws power from nature and fires it at the foe. It may also lower the target’s Sp. Def.
250,Whirlpool,35,85,15,11,100,2,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  If the target is in the first turn of dive, this move will hit with double power.",Traps the foe for 2-5 turns.
444,Stone Edge,100,80,5,6,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,The user stabs the foe with a sharpened stone. It has a high critical-hit ratio.
95,Hypnosis,,60,20,14,,3,Puts the target to sleep.,May put the foe to sleep.
878,Collision Course,100,100,5,2,,1,,"The user transforms and crashes to the ground, causing a massive prehistoric explosion. This move's power is boosted more than usual if it’s a supereffective hit."
189,Mud Slap,20,100,10,5,100,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Reduces the foe's accuracy.
205,Rollout,30,90,20,6,,1,"Inflicts regular damage.  User is forced to use this move for five turns.  Power doubles every time this move is used in succession to a maximum of 16x, and resets to normal after the lock-in ends.  If this move misses or becomes unusable, the lock-in ends.  If the user has used defense curl since entering the field, this move has double power.",Attacks 5 turns with rising power.
906,Tera Starstorm,120,100,5,1,,2,,"With the power of its crystals, the user bombards and eliminates the target. When used by Terapagos in its Stellar Form, this move damages all opposing Pokémon."
456,Heal Order,,,10,7,,3,Heals the user for half its max HP.,The user calls out its underlings to heal it. The user regains up to half of its max HP.
145,Bubble,40,100,30,11,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,An attack that may reduce SPEED.
361,Healing Wish,,,10,14,,3,"User faints.  Its replacement’s HP is fully restored, and any major status effect is removed.  If the replacement Pokémon is immediately fainted by a switch-in effect, the next replacement is healed by this move instead.","The user faints. In return, the Pokémon taking its place will have its HP restored and status cured."
520,Grass Pledge,80,100,10,12,,2,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).","A column of grass hits opposing Pokémon. When used with its water equivalent, its damage increases into a vast swamp."
396,Aura Sphere,80,,20,2,,2,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,The user looses a blast of aura power from deep within its body. This move is certain to hit.
