pokedex_number,name,hp,attack,defense,sp_attack,sp_defense,speed,height,weight,flavor_text
615,Cryogonal,80,50,50,95,135,105,1.1,148.0,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,Shelmet,50,40,85,40,65,25,0.4,7.7,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,Accelgor,80,70,40,100,60,145,0.8,25.3,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,Stunfisk,109,66,84,81,99,32,0.7,11.0,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,Mienfoo,45,85,50,55,50,65,0.9,20.0,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Mienshao,65,125,60,95,60,105,1.4,35.5,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,Druddigon,77,120,90,60,90,48,1.6,139.0,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,Golett,59,74,50,35,50,35,1.0,92.0,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,Golurk,89,124,80,55,80,55,2.8,330.0,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,Pawniard,45,85,70,40,40,60,0.5,10.2,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,Bisharp,65,125,100,60,70,70,1.6,70.0,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,Bouffalant,95,110,95,40,95,55,1.6,94.6,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,70,83,50,37,50,60,0.5,10.5,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,Braviary,100,123,75,57,75,80,1.5,41.0,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,70,55,75,45,65,60,0.5,9.0,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.
630,Mandibuzz,110,65,105,55,95,80,1.2,39.5,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,Heatmor,85,97,66,105,66,65,1.4,58.0,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,Durant,58,109,112,48,48,109,0.3,33.0,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,52,65,50,45,50,38,0.8,17.3,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,Zweilous,72,85,70,65,70,58,1.4,50.0,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,92,105,90,125,90,98,1.8,160.0,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,Larvesta,55,85,55,50,55,60,1.1,28.8,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,Volcarona,85,60,65,135,105,100,1.6,46.0,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,Cobalion,91,90,129,90,72,108,2.1,250.0,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,Terrakion,91,129,90,72,90,108,1.9,260.0,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,Virizion,91,90,72,90,129,108,2.0,200.0,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,Tornadus,79,115,70,125,80,111,1.5,63.0,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,Thundurus,79,115,70,125,80,111,1.5,61.0,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,Reshiram,100,120,100,150,120,90,3.2,330.0,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,Zekrom,100,150,120,120,100,90,2.9,345.0,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus,89,125,90,115,80,101,1.5,68.0,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,Kyurem,125,130,90,130,90,95,3.0,325.0,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo,91,72,90,129,90,108,1.4,48.5,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,Meloetta,100,77,77,128,128,90,0.6,6.5,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,71,120,95,120,95,99,1.5,82.5,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,Chespin,56,61,65,48,45,38,0.4,9.0,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,Quilladin,61,78,95,56,58,57,0.7,29.0,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,Chesnaught,88,107,122,74,75,64,1.6,90.0,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,Fennekin,40,45,40,62,60,60,0.4,9.4,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,Braixen,59,59,58,90,70,73,1.0,14.5,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,Delphox,75,69,72,114,100,104,1.5,39.0,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,Froakie,41,56,40,62,44,71,0.3,7.0,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,Frogadier,54,63,52,83,56,97,0.6,10.9,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,Greninja,72,95,67,103,71,122,1.5,40.0,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,Bunnelby,38,36,38,32,36,57,0.4,5.0,They use their large ears to dig burrows. They will dig the whole night through.
660,Diggersby,85,56,77,50,77,78,1.0,42.4,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,Fletchling,45,50,43,40,38,62,0.3,1.7,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
662,Fletchinder,62,73,55,56,52,84,0.7,16.0,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,Talonflame,78,81,71,74,69,126,1.2,24.5,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,Scatterbug,38,35,40,27,25,35,0.3,2.5,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,Spewpa,45,22,60,27,30,29,0.3,8.4,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,Vivillon,80,52,50,90,50,89,1.2,17.0,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
667,Litleo,62,50,58,73,54,72,0.6,13.5,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,Pyroar,86,68,72,109,66,106,1.5,81.5,The male with the largest mane of fire is the leader of the pride.
669,Flabebe,44,38,39,61,79,42,0.1,0.1,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
670,Floette,54,45,47,75,98,52,0.2,0.9,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,Florges,78,65,68,112,154,75,1.1,10.0,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,Skiddo,66,65,48,62,57,52,0.9,31.0,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,Gogoat,123,100,62,97,81,68,1.7,91.0,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
674,Pancham,67,82,62,46,48,43,0.6,8.0,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
675,Pangoro,95,124,78,69,71,58,2.1,136.0,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,Furfrou,75,80,60,65,90,102,1.2,28.0,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,Espurr,62,48,54,63,60,68,0.3,3.5,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,Meowstic,74,48,76,83,81,104,0.6,8.5,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,Honedge,45,80,100,35,37,28,0.8,2.0,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
680,Doublade,59,110,150,45,49,35,0.8,4.5,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,Aegislash,60,50,140,50,140,60,1.7,53.0,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,Spritzee,78,52,60,63,65,23,0.2,0.5,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,Aromatisse,101,72,72,99,89,29,0.8,15.5,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,Swirlix,62,48,66,59,57,49,0.4,3.5,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,Slurpuff,82,80,86,85,75,72,0.8,5.0,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,Inkay,53,54,53,37,46,45,0.4,3.5,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
687,Malamar,86,92,88,68,75,73,1.5,47.0,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,Binacle,42,52,67,39,56,50,0.5,31.0,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,Barbaracle,72,105,115,54,86,68,1.3,96.0,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,Skrelp,50,60,60,60,60,30,0.5,7.3,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,Dragalge,65,75,90,97,123,44,1.8,81.5,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,Clauncher,50,53,62,58,63,44,0.5,8.3,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,Clawitzer,71,73,88,120,89,59,1.3,35.3,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
694,Helioptile,44,38,33,61,43,70,0.5,6.0,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
695,Heliolisk,62,55,52,109,94,109,1.0,21.0,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
696,Tyrunt,58,89,77,45,45,48,0.8,26.0,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
697,Tyrantrum,82,121,119,69,59,71,2.5,270.0,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,Amaura,77,59,50,67,63,46,1.3,25.2,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
699,Aurorus,123,77,72,99,92,58,2.7,225.0,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,Sylveon,95,65,65,110,130,60,1.0,23.5,It sends a soothing aura from its ribbonlike feelers to calm fights.
701,Hawlucha,78,92,75,74,63,118,0.8,21.5,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,Dedenne,67,58,57,81,67,101,0.2,2.2,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,Carbink,50,50,150,50,150,50,0.3,5.7,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,Goomy,45,50,35,55,75,40,0.3,2.8,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
705,Sliggoo,68,75,53,83,113,60,0.8,17.5,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,Goodra,90,100,70,110,150,80,2.0,150.5,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,Klefki,57,80,91,80,87,75,0.2,3.0,These key collectors threaten any attackers by fiercely jingling their keys at them.
708,Phantump,43,70,48,50,60,38,0.4,7.0,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
709,Trevenant,85,110,76,65,82,56,1.5,71.0,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,Pumpkaboo,49,66,70,44,55,51,0.4,5.0,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,Gourgeist,65,90,122,58,75,84,0.9,12.5,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,Bergmite,55,69,85,32,35,28,1.0,99.5,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,Avalugg,95,117,184,44,46,28,2.0,505.0,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
714,Noibat,40,30,35,45,40,55,0.5,8.0,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,Noivern,85,70,80,97,80,123,1.5,85.0,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
716,Xerneas,126,131,95,131,98,99,3.0,215.0,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
717,Yveltal,126,131,95,131,98,99,5.8,203.0,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,Zygarde,108,100,121,81,95,95,5.0,305.0,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,Diancie,50,100,150,100,150,50,0.7,8.8,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,Hoopa,80,110,60,150,130,70,0.5,9.0,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,Volcanion,80,110,120,130,90,70,1.7,195.0,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
722,Rowlet,68,55,55,50,50,42,0.3,1.5,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,Dartrix,78,75,75,70,70,52,0.7,16.0,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,Decidueye,78,107,75,100,100,70,1.6,36.6,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,Litten,45,65,40,60,40,70,0.4,4.3,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,Torracat,65,85,50,80,50,90,0.7,25.0,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,Incineroar,95,115,90,80,90,60,1.8,83.0,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,Popplio,50,54,54,66,56,40,0.4,7.5,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,Brionne,60,69,69,91,81,50,0.6,17.5,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,Primarina,80,74,74,126,116,60,1.8,44.0,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
731,Pikipek,35,75,30,30,30,65,0.3,1.2,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
732,Trumbeak,55,85,50,40,50,75,0.6,14.8,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,Toucannon,80,120,75,75,75,60,1.1,26.0,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,Yungoos,48,70,30,30,30,45,0.4,6.0,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,Gumshoos,88,110,60,55,60,45,0.7,14.2,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,Grubbin,47,62,45,55,45,46,0.4,4.4,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
737,Charjabug,57,82,95,55,75,36,0.5,10.5,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,Vikavolt,77,70,90,145,75,43,1.5,45.0,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
739,Crabrawler,47,82,57,42,47,63,0.6,7.0,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,Crabominable,97,132,77,62,67,43,1.7,180.0,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
741,Oricorio,75,70,70,98,70,93,0.6,3.4,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,Cutiefly,40,45,40,55,40,84,0.1,0.2,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
743,Ribombee,60,55,60,95,70,124,0.2,0.5,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,Rockruff,45,65,40,30,40,60,0.5,9.2,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,Lycanroc,75,115,65,55,65,112,0.8,25.0,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,Wishiwashi,45,20,20,25,25,40,0.2,0.3,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,Mareanie,50,53,62,43,52,45,0.4,8.0,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,Toxapex,50,63,152,53,142,35,0.7,14.5,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
749,Mudbray,70,100,70,45,55,45,1.0,110.0,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
750,Mudsdale,100,125,100,55,85,35,2.5,920.0,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,Dewpider,38,40,52,40,72,27,0.3,4.0,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
752,Araquanid,68,70,92,50,132,42,1.8,82.0,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,Fomantis,40,55,35,50,35,35,0.3,1.5,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
754,Lurantis,70,105,90,80,90,45,0.9,18.5,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,Morelull,40,35,55,65,75,15,0.2,1.5,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
756,Shiinotic,60,45,80,90,100,30,1.0,11.5,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,Salandit,48,44,40,71,40,77,0.6,4.8,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
758,Salazzle,68,64,60,111,60,117,1.2,22.2,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
759,Stufful,70,75,50,45,50,50,0.5,6.8,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
760,Bewear,120,125,80,55,60,60,2.1,135.0,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
761,Bounsweet,42,30,38,30,38,32,0.3,3.2,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
762,Steenee,52,40,48,40,48,62,0.7,8.2,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
763,Tsareena,72,120,98,50,98,72,1.2,21.4,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
764,Comfey,51,52,90,82,110,100,0.1,0.3,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
765,Oranguru,90,60,80,90,110,60,1.5,76.0,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
766,Passimian,100,120,90,40,60,80,2.0,82.8,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
767,Wimpod,25,35,40,20,30,80,0.5,12.0,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
768,Golisopod,75,125,140,60,90,40,2.0,108.0,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
769,Sandygast,55,55,80,70,45,15,0.5,70.0,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
770,Palossand,85,75,110,100,75,35,1.3,250.0,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
771,Pyukumuku,55,60,130,30,130,5,0.3,1.2,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up."
772,Type Null,95,95,95,95,95,59,1.9,120.5,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
773,Silvally,95,95,95,95,95,95,2.3,100.5,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
774,Minior,60,60,100,60,100,60,0.3,40.0,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,Komala,65,115,65,75,95,65,0.4,19.9,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,Turtonator,60,78,135,91,85,36,2.0,212.0,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
777,Togedemaru,65,98,63,40,73,96,0.3,3.3,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
778,Mimikyu,55,90,80,50,105,96,0.2,0.7,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.
779,Bruxish,68,105,70,70,70,92,0.9,19.0,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
780,Drampa,78,60,85,135,91,36,3.0,185.0,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
781,Dhelmise,70,131,100,86,90,40,3.9,210.0,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
782,Jangmo O,45,55,65,45,45,45,0.6,29.7,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
783,Hakamo O,55,75,90,65,70,65,1.2,47.0,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
784,Kommo O,75,110,125,100,105,85,1.6,78.2,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
785,Tapu Koko,70,115,85,95,75,130,1.8,20.5,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.
786,Tapu Lele,70,85,75,130,115,95,1.2,18.6,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
787,Tapu Bulu,70,130,115,85,95,75,1.9,45.5,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,Tapu Fini,70,75,115,95,130,85,1.3,21.2,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
789,Cosmog,43,29,31,29,31,37,0.2,0.1,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
790,Cosmoem,43,29,131,29,131,37,0.1,999.9,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,Solgaleo,137,137,107,113,89,97,3.4,230.0,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.
792,Lunala,137,113,89,137,107,97,4.0,120.0,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,Nihilego,109,53,47,127,131,103,1.2,55.5,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,Buzzwole,107,139,139,53,53,79,2.4,333.6,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,Pheromosa,71,137,37,137,37,151,1.8,25.0,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,Xurkitree,83,89,71,173,71,83,3.8,100.0,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,Celesteela,97,101,103,107,101,61,9.2,999.9,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
798,Kartana,59,181,131,59,31,109,0.3,0.1,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,Guzzlord,223,101,53,97,53,43,5.5,888.0,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,Necrozma,97,107,101,127,89,79,2.4,230.0,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,Magearna,80,95,115,130,115,65,1.0,80.5,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,Marshadow,90,125,80,90,90,125,0.7,22.2,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,Poipole,67,73,67,73,67,73,0.6,1.8,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,Naganadel,73,73,73,127,73,121,3.6,150.0,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,Stakataka,61,131,211,53,101,13,5.5,820.0,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
806,Blacephalon,53,127,53,151,79,107,1.8,13.0,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,Zeraora,88,112,75,102,80,143,1.5,44.5,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
808,Meltan,46,65,65,55,35,34,0.2,8.0,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
809,Melmetal,135,143,143,80,65,34,2.5,800.0,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years."
810,Grookey,50,65,50,40,40,65,0.3,5.0,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
811,Thwackey,70,85,70,55,60,80,0.7,14.0,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
812,Rillaboom,100,125,90,60,70,85,2.1,90.0,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
813,Scorbunny,50,71,40,40,40,69,0.3,4.5,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
814,Raboot,65,86,60,55,60,94,0.6,9.0,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
815,Cinderace,80,116,75,65,75,119,1.4,33.0,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
816,Sobble,50,40,40,70,40,70,0.3,4.0,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
817,Drizzile,65,60,55,95,55,90,0.7,11.5,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
818,Inteleon,70,85,65,125,65,120,1.9,45.2,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
